,id,retweet_count,favorite_count,retweeted,language
150,861288531465048066,3683,15733,False,en
151,861005113778896900,3412,15350,False,en
152,860981674716409858,1900,0,False,en
153,860924035999428608,694,0,False,en
154,860563773140209665,1900,6882,False,en
155,860524505164394496,4730,21756,False,en
156,860276583193509888,3146,16973,False,en
157,860184849394610176,5234,15321,False,en
158,860177593139703809,27535,0,False,in
159,859924526012018688,3676,18064,False,en
160,859851578198683649,3158,14278,False,en
161,859607811541651456,1388,17218,False,en
162,859196978902773760,26993,82529,False,en
163,859074603037188101,12267,31123,False,en
164,858860390427611136,7285,0,False,en
165,858843525470990336,3109,14438,False,en
166,858471635011153920,4382,19948,False,en
167,858107933456039936,2598,14578,False,en
168,857989990357356544,2316,14844,False,en
169,857746408056729600,9586,31559,False,en
170,857393404942143489,1474,5436,False,en
171,857263160327368704,4078,18640,False,en
172,857214891891077121,16,207,False,en
173,857062103051644929,152,0,False,en
174,857029823797047296,3586,17451,False,en
175,856543823941562368,2614,15201,False,en
176,856526610513747968,1704,11073,False,en
177,856288084350160898,15,496,False,en
178,856282028240666624,5718,25819,False,en
179,855862651834028034,22,311,False,en
180,855860136149123072,877,4539,False,en
181,855857698524602368,1906,11085,False,en
182,855851453814013952,16518,42839,False,en
183,855818117272018944,4944,24810,False,en
184,855459453768019968,7478,27724,False,en
185,855245323840757760,5416,0,False,en
186,855138241867124737,39,0,False,en
187,854732716440526848,5523,21213,False,en
188,854482394044301312,6193,27231,False,en
189,854365224396361728,4271,17610,False,en
190,854120357044912130,6799,29880,False,en
191,854010172552949760,2878,15196,False,en
192,853760880890318849,5262,26724,False,en
193,853639147608842240,9122,32332,False,en
194,853299958564483072,3251,14502,False,en
195,852936405516943360,1830,0,False,en
196,852912242202992640,1654,8451,False,en
197,852672615818899456,1989,13997,False,en
198,852553447878664193,3204,15257,False,en
199,852311364735569921,9116,31074,False,en
200,852226086759018497,6264,18757,False,en
201,852189679701164033,1456,10795,False,en
202,851861385021730816,19,0,False,en
203,851591660324737024,3216,15318,False,en
204,851464819735769094,6499,22824,False,en
205,851224888060895234,5304,19493,False,en
206,850753642995093505,8335,28872,False,en
207,850380195714523136,2400,12362,False,en
208,850333567704068097,306,3269,False,en
209,850145622816686080,3490,15382,False,en
210,850019790995546112,4500,19236,False,en
211,849776966551130114,7013,28621,False,en
212,849668094696017920,4579,0,False,en
213,849412302885593088,2912,15006,False,en
214,849336543269576704,1735,10801,False,en
215,849051919805034497,7850,39981,False,en
216,848690551926992896,4015,23850,False,en
217,848324959059550208,4287,23395,False,en
218,848213670039564288,669,7732,False,en
219,848212111729840128,2801,15412,False,en
220,847978865427394560,3020,0,False,en
221,847971574464610304,410,0,False,en
222,847962785489326080,4716,22271,False,en
223,847842811428974592,1219,5132,False,en
224,847617282490613760,383,6634,False,en
225,847606175596138505,3175,17794,False,en
226,847251039262605312,4031,19453,False,en
227,847157206088847362,5396,18815,False,en
228,847116187444137987,2955,20348,False,en
229,846874817362120707,3647,19056,False,en
230,846514051647705089,10708,42190,False,en
231,846505985330044928,2850,13404,False,en
232,846153765933735936,8419,29875,False,en
233,846139713627017216,9407,29461,False,en
234,846042936437604353,2664,15172,False,en
235,845812042753855489,8083,27747,False,en
236,845677943972139009,4497,23979,False,en
237,845397057150107648,1658,7274,False,en
238,845306882940190720,5017,22155,False,en
239,845098359547420673,7132,0,False,en
240,844979544864018432,2373,12965,False,en
241,844973813909606400,2948,14285,False,en
242,844580511645339650,2894,15638,False,en
243,844223788422217728,2043,13012,False,en
244,843981021012017153,2770,14462,False,en
245,843856843873095681,4301,20442,False,en
246,843604394117681152,2556,16096,False,en
247,843235543001513987,5584,20472,False,en
248,842846295480000512,3411,14577,False,en
249,842765311967449089,1196,6435,False,en
250,842535590457499648,3277,17314,False,en
251,842163532590374912,5416,23315,False,en
252,842115215311396866,2837,13331,False,en
253,841833993020538882,14006,0,False,en
254,841680585030541313,7354,24618,False,en
255,841439858740625411,3417,12038,False,en
256,841320156043304961,5172,18898,False,en
257,841314665196081154,4354,15114,False,en
258,841077006473256960,5005,21846,False,en
259,840761248237133825,1652,0,False,en
260,840728873075638272,15026,0,False,en
261,840698636975636481,2,170,False,en
262,840696689258311684,907,11745,False,en
263,840632337062862849,1652,8613,False,en
264,840370681858686976,4288,15721,False,en
265,840268004936019968,5380,18368,False,en
266,839990271299457024,2125,12845,False,en
267,839549326359670784,7285,26197,False,en
268,839290600511926273,137,0,False,en
269,839239871831150596,6099,25868,False,en
270,838952994649550848,3760,18819,False,en
271,838921590096166913,1920,10663,False,en
272,838916489579200512,31,0,False,en
273,838831947270979586,10351,0,False,en
274,838561493054533637,1257,10506,False,en
275,838476387338051585,4467,21511,False,en
276,838201503651401729,9448,0,False,en
277,838150277551247360,313,1598,False,und
278,838085839343206401,1,134,False,en
279,838083903487373313,2921,16894,False,en
280,837820167694528512,7359,32605,False,en
281,837482249356513284,418,3701,False,en
282,837471256429613056,2121,12275,False,en
283,837110210464448512,2233,15424,False,en
284,836989968035819520,2172,12246,False,en
285,836753516572119041,4368,18563,False,en
286,836677758902222849,2087,12121,False,en
287,836648853927522308,520,0,False,en
288,836397794269200385,25862,0,False,en
289,836380477523124226,2820,14199,False,en
290,836260088725786625,4094,20446,False,en
291,836001077879255040,4018,18330,False,en
292,835685285446955009,7667,0,False,en
293,835574547218894849,3398,17076,False,en
294,835536468978302976,1587,0,False,en
295,835309094223372289,19736,0,False,en
296,835297930240217089,2826,15821,False,en
297,835264098648616962,1587,7410,False,en
298,835246439529840640,67,2023,False,en
299,835172783151792128,5420,25142,False,en
300,835152434251116546,2834,21471,False,en
301,834931633769889797,1523,10350,False,en
302,834786237630337024,5224,20661,False,en
303,834574053763584002,2369,13102,False,en
304,834477809192075265,10056,0,False,en
305,834458053273591808,1584,9239,False,en
306,834209720923721728,4471,19713,False,en
307,834167344700198914,3469,15207,False,en
308,834089966724603904,2018,9647,False,en
309,834086379323871233,2084,12537,False,en
310,833863086058651648,2268,12929,False,en
311,833826103416520705,3569,17464,False,en
312,833732339549220864,209,0,False,en
313,833722901757046785,3072,20110,False,en
314,833479644947025920,1935,14329,False,en
315,833124694597443584,4579,19454,False,en
316,832998151111966721,2073,12732,False,en
317,832769181346996225,38,0,False,en
318,832757312314028032,3420,16225,False,en
319,832682457690300417,2751,11417,False,en
320,832645525019123713,502,2812,False,en
321,832636094638288896,2633,15279,False,en
322,832397543355072512,2094,11511,False,en
323,832369877331693569,3020,16510,False,en
324,832273440279240704,2215,10917,False,en
325,832215909146226688,5889,0,False,en
326,832215726631055365,8820,0,False,en
327,832088576586297345,2,61,False,en
328,832040443403784192,9087,0,False,en
329,832032802820481025,4418,17174,False,en
330,831939777352105988,5817,23052,False,en
331,831926988323639298,34,324,False,en
332,831911600680497154,6149,26476,False,en
333,831670449226514432,1726,10030,False,en
334,831650051525054464,1830,6856,False,en
335,831552930092285952,2215,8652,False,en
336,831322785565769729,1483,8956,False,en
337,831315979191906304,1060,6300,False,en
338,831309418084069378,2334,11354,False,en
339,831262627380748289,1952,11447,False,en
340,830956169170665475,1416,7693,False,en
341,830583320585068544,15847,64112,False,en
342,830173239259324417,5382,0,False,en
343,830097400375152640,2777,9386,False,en
344,829878982036299777,4745,0,False,en
345,829861396166877184,1836,11806,False,en
346,829501995190984704,10056,30589,False,en
347,829449946868879360,1912,10106,False,en
348,829141528400556032,6962,23461,False,en
349,829011960981237760,15555,51438,False,en
350,828801551087042563,3250,0,False,en
351,828770345708580865,5560,24663,False,en
352,828708714936930305,10638,35146,False,en
353,828650029636317184,1276,9178,False,en
354,828409743546925057,1105,6145,False,en
355,828408677031882754,1224,7422,False,en
356,828381636999917570,2120,12161,False,en
357,828376505180889089,1017,7135,False,en
358,828372645993398273,2782,12160,False,en
359,828361771580813312,169,2106,False,en
360,828046555563323392,2729,11325,False,en
361,828011680017821696,2048,10006,False,en
362,827933404142436356,4974,19319,False,en
363,827653905312006145,2875,14948,False,en
364,827600520311402496,886,7225,False,en
365,827324948884643840,2875,15294,False,en
366,827199976799354881,2116,10218,False,en
367,826958653328592898,4745,20823,False,en
368,826848821049180160,9621,34863,False,en
369,826615380357632002,3782,0,False,en
370,826598799820865537,235,4960,False,en
371,826598365270007810,2230,9664,False,en
372,826476773533745153,3999,17742,False,en
373,826240494070030336,2477,12816,False,en
374,826204788643753985,875,4714,False,en
375,826115272272650244,2953,15091,False,en
376,825876512159186944,1777,10130,False,en
377,825829644528148480,2394,12318,False,en
378,825535076884762624,16788,55186,False,en
379,825147591692263424,4309,17667,False,en
380,825120256414846976,1188,0,False,en
381,825026590719483904,1188,6046,False,en
382,824796380199809024,5246,0,False,en
383,824775126675836928,3345,14412,False,en
384,824663926340194305,1685,10157,False,en
385,824325613288833024,10140,11428,False,en
386,824297048279236611,3671,14551,False,en
387,824025158776213504,573,4679,False,en
388,823939628516474880,2601,10289,False,en
389,823719002937630720,10646,0,False,en
390,823699002998870016,2401,13514,False,en
391,823581115634085888,2503,12573,False,en
392,823333489516937216,22,680,False,und
393,823322678127919110,3824,15181,False,en
394,823269594223824897,9444,0,False,en
395,822975315408461824,3291,16767,False,en
396,822872901745569793,41098,126982,False,en
397,822859134160621569,2171,12782,False,en
398,822647212903690241,6107,0,False,en
399,822610361945911296,2803,14311,False,en
400,822489057087389700,6107,17522,False,en
401,822462944365645825,13555,26929,False,en
402,822244816520155136,9444,33814,False,en
403,822163064745328640,4520,0,False,en
404,821886076407029760,2200,10926,False,en
405,821813639212650496,3202,0,False,en
406,821765923262631936,1594,8121,False,en
407,821522889702862852,1665,7758,False,en
408,821421320206483457,5302,0,False,en
409,821407182352777218,4111,11344,False,en
410,821153421864615936,9,241,False,en
411,821149554670182400,1869,8316,False,en
412,821107785811234820,2036,9282,False,en
413,821044531881721856,2178,12255,False,en
414,820837357901512704,6413,0,False,en
415,820749716845686786,9448,30555,False,en
416,820690176645140481,3077,11837,False,en
417,820494788566847489,539,0,False,en
418,820446719150292993,2453,0,False,en
419,820314633777061888,539,3246,False,en
420,820078625395449857,5979,19128,False,en
421,820013781606658049,1120,0,False,en
422,819952236453363712,1120,5142,False,en
423,819924195358416896,4664,12531,False,en
424,819711362133872643,2968,12943,False,en
425,819588359383371776,1913,9362,False,en
426,819347104292290561,1152,6999,False,en
427,819238181065359361,391,2187,False,en
428,819227688460238848,6413,22284,False,en
429,819015337530290176,35464,0,False,en
430,819015331746349057,18236,0,False,en
431,819006400881917954,18236,43970,False,en
432,819004803107983360,35464,84530,False,en
433,818646164899774465,19996,0,False,en
434,818627210458333184,7245,21708,False,en
435,818614493328580609,2419,9529,False,en
436,818588835076603904,5833,0,False,en
437,818536468981415936,2339,10511,False,en
438,818307523543449600,7692,0,False,en
439,818259473185828864,2148,10657,False,en
440,818145370475810820,2437,11883,False,en
441,817908911860748288,759,4701,False,en
442,817827839487737858,25862,49801,False,en
443,817777686764523521,2576,10453,False,en
444,817536400337801217,2813,11399,False,en
445,817502432452313088,3236,0,False,en
446,817423860136083457,14006,32647,False,en
447,817415592588222464,914,5420,False,en
448,817181837579653120,8087,0,False,en
449,817171292965273600,1934,8494,False,en
450,817120970343411712,2489,11808,False,en
451,817056546584727552,1575,8332,False,en
452,816829038950027264,4508,0,False,en
453,816816676327063552,1946,9700,False,en
454,816697700272001025,2103,9478,False,en
455,816450570814898180,7692,29386,False,en
456,816336735214911488,1857,8345,False,en
457,816091915477250048,2045,8667,False,en
458,816062466425819140,972,0,False,en
459,816014286006976512,5023,0,False,en
460,815990720817401858,972,4791,False,en
461,815966073409433600,8087,21678,False,en
462,815745968457060357,3966,0,False,en
463,815736392542261248,2176,9547,False,en
464,815639385530101762,1584,7984,False,en
465,815390420867969024,3661,10044,False,en
466,814986499976527872,1220,7425,False,en
467,814638523311648768,2587,10954,False,en
468,814578408554463233,5608,0,False,en
469,814530161257443328,1779,8376,False,en
470,814153002265309185,8312,27904,False,en
471,813944609378369540,3048,0,False,en
472,813910438903693312,1785,9046,False,en
473,813812741911748608,13409,35386,False,en
474,813800681631023104,1693,8074,False,en
475,813217897535406080,7011,18077,False,en
476,813202720496779264,1751,8978,False,en
477,813187593374461952,4173,19282,False,en
478,813172488309972993,1851,9012,False,en
479,813157409116065792,2109,7543,False,en
480,813142292504645637,2301,8266,False,en
481,813130366689148928,428,4370,False,en
482,813127251579564032,2990,11473,False,en
483,813112105746448384,2631,10012,False,en
484,813096984823349248,3479,10265,False,en
485,813081950185472002,2668,9632,False,en
486,813066809284972545,1880,7715,False,en
487,813051746834595840,7053,20381,False,en
488,812781120811126785,1827,7322,False,en
489,812709060537683968,1386,6452,False,en
490,812503143955202048,1179,5891,False,en
491,812466873996607488,1840,7753,False,en
492,812372279581671427,3520,13251,False,en
493,811985624773361665,1348,7072,False,en
494,811744202451197953,1531,7341,False,en
495,811647686436880384,708,5450,False,en
496,811627233043480576,2944,12372,False,en
497,811386762094317568,6136,20330,False,en
498,810984652412424192,1370,5168,False,en
499,810896069567610880,1688,8752,False,en
500,810657578271330305,2529,10655,False,en
501,810284430598270976,10793,34175,False,en
502,810254108431155201,3250,14300,False,en
503,809920764300447744,3782,15128,False,en
504,809808892968534016,4702,0,False,en
505,809448704142938112,1410,6757,False,en
506,809220051211603969,5382,19336,False,en
507,809084759137812480,3404,12861,False,en
508,808838249661788160,2933,9861,False,en
509,808733504066486276,2082,7686,False,en
510,808501579447930884,2504,11016,False,en
511,808344865868283904,19996,41195,False,en
512,808134635716833280,5668,0,False,en
513,808106460588765185,2128,8579,False,en
514,808001312164028416,3400,12182,False,en
515,807621403335917568,3480,14191,False,en
516,807106840509214720,53152,114538,False,en
517,807059379405148160,7066,0,False,en
518,807010152071229440,3726,12778,False,en
519,806629075125202948,33263,72385,False,en
520,806620845233815552,5304,0,False,en
521,806576416489959424,1884,4760,False,en
522,806542213899489280,2278,9947,False,en
523,806242860592926720,11173,0,False,en
524,806219024703037440,1158,6290,False,en
525,805958939288408065,5151,0,False,en
526,805932879469572096,1854,8092,False,en
527,805826884734976000,1754,6397,False,en
528,805823200554876929,7712,0,False,en
529,805520635690676224,1600,5607,False,en
530,805487436403003392,2439,8568,False,en
531,805207613751304193,1667,7648,False,en
532,804738756058218496,3691,13308,False,en
533,804475857670639616,1948,5978,False,en
534,804413760345620481,3101,0,False,en
535,804026241225523202,15492,43154,False,en
536,803773340896923648,2639,9782,False,en
537,803692223237865472,7155,0,False,en
538,803638050916102144,3999,10646,False,en
539,803380650405482500,1810,7556,False,en
540,803321560782307329,5104,0,False,en
541,803276597545603072,2363,9770,False,en
542,802952499103731712,1924,8797,False,en
543,802624713319034886,2802,0,False,en
544,802600418706604034,1407,6925,False,en
545,802572683846291456,2428,8728,False,en
546,802323869084381190,5638,15764,False,en
547,802265048156610565,1335,6766,False,en
548,802239329049477120,2526,8867,False,en
549,802185808107208704,263,0,False,en
550,801958328846974976,1652,7546,False,en
551,801854953262350336,228,1759,False,en
552,801538201127157760,2003,8015,False,en
553,801285448605831168,792,5889,False,en
554,801167903437357056,5668,23761,False,en
555,801127390143516673,3819,0,False,en
556,801115127852503040,2025,7851,False,en
557,800859414831898624,95,665,False,en
558,800855607700029440,1549,0,False,en
559,800751577355128832,2701,10319,False,en
560,800513324630806528,2891,12815,False,en
561,800459316964663297,2105,9255,False,en
562,800443802682937345,4152,0,False,en
563,800388270626521089,2692,10864,False,en
564,800188575492947969,3803,0,False,en
565,800141422401830912,2453,14865,False,en
566,800018252395122689,12644,27553,False,en
567,799774291445383169,4492,0,False,en
568,799757965289017345,2071,8164,False,en
569,799422933579902976,1850,7863,False,en
570,799308762079035393,5233,0,False,en
571,799297110730567681,2640,9609,False,en
572,799063482566066176,2397,7866,False,en
573,798933969379225600,4302,12721,False,en
574,798925684722855936,1393,7329,False,en
575,798705661114773508,6406,0,False,en
576,798701998996647937,7467,0,False,en
577,798697898615730177,6271,0,False,en
578,798694562394996736,4774,0,False,en
579,798686750113755136,2245,0,False,en
580,798682547630837760,4569,0,False,en
581,798673117451325440,5369,0,False,en
582,798665375516884993,3776,0,False,en
583,798644042770751489,1786,0,False,en
584,798628517273620480,1903,0,False,en
585,798585098161549313,5449,0,False,en
586,798576900688019456,5627,0,False,en
587,798340744599797760,3224,0,False,en
588,798209839306514432,2473,10159,False,en
589,797971864723324932,2992,11255,False,en
590,797545162159308800,4716,14186,False,en
591,797236660651966464,6333,19397,False,en
592,797165961484890113,26,220,False,en
593,796904159865868288,8611,0,False,en
594,796865951799083009,1877,7491,False,en
595,796759840936919040,2928,11483,False,en
596,796563435802726400,6954,0,False,en
597,796484825502875648,1691,7359,False,en
598,796387464403357696,4010,10715,False,en
599,796177847564038144,13733,0,False,en
600,796149749086875649,13733,31316,False,en
601,796125600683540480,1735,4847,False,und
602,796116448414461957,2319,8848,False,en
603,796080075804475393,2223,8222,False,en
604,796031486298386433,3596,10518,False,en
605,795464331001561088,22626,48014,False,en
606,795400264262053889,2760,9762,False,en
607,795076730285391872,5246,15749,False,en
608,794983741416415232,3239,0,False,en
609,794926597468000259,2218,9940,False,en
610,794355576146903043,9917,0,False,en
611,794332329137291264,2594,9366,False,en
612,794205286408003585,3203,9001,False,en
613,793962221541933056,4702,16332,False,en
614,793845145112371200,1793,8983,False,en
615,793614319594401792,3017,0,False,en
616,793601777308463104,1559,7778,False,en
617,793500921481273345,2292,10386,False,en
618,793286476301799424,8820,23904,False,en
619,793271401113350145,2315,8471,False,en
620,793256262322548741,8042,19411,False,en
621,793241302385262592,3174,10224,False,en
622,793226087023144960,2787,9532,False,en
623,793210959003287553,2689,8677,False,en
624,793195938047070209,5419,14812,False,en
625,793180763617361921,1927,6735,False,en
626,793165685325201412,2694,9126,False,en
627,793150605191548928,1639,5983,False,en
628,793135492858580992,2423,6236,False,en
629,793120401413079041,3775,12303,False,en
630,792913359805018113,3820,13925,False,en
631,792883833364439040,4115,10988,False,en
632,792773781206999040,1627,7170,False,en
633,792394556390137856,4137,13047,False,en
634,792050063153438720,1714,6943,False,en
635,791821351946420224,20338,0,False,en
636,791784077045166082,9181,0,False,en
637,791780927877898241,3677,0,False,en
638,791774931465953280,21339,43765,False,en
639,791672322847637504,3017,11442,False,en
640,791406955684368384,3966,12797,False,en
641,791312159183634433,2438,8526,False,en
642,791026214425268224,3928,0,False,en
643,790987426131050500,2055,9539,False,en
644,790946055508652032,4508,16243,False,en
645,790723298204217344,2221,0,False,en
646,790698755171364864,1855,8001,False,en
647,790581949425475584,6851,20071,False,en
648,790337589677002753,1824,7619,False,en
649,790277117346975746,3048,12217,False,en
650,790227638568808452,3418,0,False,en
651,789986466051088384,2221,9012,False,en
652,789960241177853952,3949,0,False,en
653,789903600034189313,3980,10036,False,en
654,789628658055020548,1695,7273,False,en
655,789599242079838210,1852,6550,False,en
656,789530877013393408,3239,11398,False,en
657,789314372632018944,2197,8388,False,en
658,789280767834746880,4726,0,False,en
659,789268448748703744,2522,8872,False,en
660,789137962068021249,2677,9451,False,en
661,788908386943430656,12018,26689,False,en
662,788765914992902144,9917,26568,False,en
663,788552643979468800,6861,0,False,en
664,788412144018661376,5073,15091,False,en
665,788178268662984705,2022,7058,False,en
666,788150585577050112,1231,5946,False,en
667,788070120937619456,3302,0,False,en
668,788039637453406209,1268,5950,False,en
669,787810552592695296,2927,8361,False,en
670,787717603741622272,2665,9958,False,en
671,787397959788929025,2748,10588,False,en
672,787322443945877504,1669,7581,False,en
673,787111942498508800,6476,0,False,en
674,786963064373534720,7667,25897,False,en
675,786729988674449408,2337,0,False,en
676,786709082849828864,5889,17755,False,en
677,786664955043049472,2435,10268,False,en
678,786595970293370880,3017,9220,False,en
679,786363235746385920,3325,10542,False,en
680,786286427768250368,2719,7729,False,en
681,786233965241827333,4520,14785,False,en
682,786051337297522688,152,1388,False,en
683,786036967502913536,6695,0,False,en
684,785927819176054784,3074,11074,False,en
685,785872687017132033,1728,6508,False,en
686,785639753186217984,2152,7643,False,en
687,785533386513321988,1897,8808,False,en
688,785515384317313025,1201,5957,False,en
689,785264754247995392,1563,7056,False,en
690,785170936622350336,4631,11653,False,en
691,784826020293709826,3101,9792,False,en
692,784517518371221505,2420,8700,False,en
693,784431430411685888,1226,5564,False,en
694,784183165795655680,7712,19427,False,en
695,784057939640352768,10646,28827,False,en
696,783839966405230592,10351,29032,False,en
697,783821107061198850,1881,7146,False,en
698,783695101801398276,3079,10137,False,en
699,783466772167098368,2145,8188,False,en
700,783391753726550016,5229,16381,False,en
701,783347506784731136,5309,0,False,en
702,783334639985389568,11173,28190,False,en
703,783085703974514689,2092,7903,False,en
704,782969140009107456,7066,23396,False,en
705,782747134529531904,1355,7243,False,en
706,782722598790725632,5151,16708,False,en
707,782598640137187329,1805,7562,False,en
708,782305867769217024,5302,16107,False,en
709,782021823840026624,5930,0,False,en
710,781955203444699136,3212,10814,False,en
711,781661882474196992,2593,10121,False,en
712,781655249211752448,1086,3872,False,en
713,781524693396357120,5304,20088,False,en
714,781308096455073793,2450,6912,False,en
715,781251288990355457,1985,8125,False,en
716,781163403222056960,2636,9498,False,en
717,780931614150983680,6954,20967,False,en
718,780858289093574656,1922,6960,False,en
719,780800785462489090,1239,5308,False,en
720,780601303617732608,3202,11711,False,en
721,780543529827336192,1672,6103,False,en
722,780496263422808064,3517,0,False,en
723,780476555013349377,108,0,False,en
724,780459368902959104,1026,5118,False,en
725,780192070812196864,2148,8429,False,en
726,780092040432480260,2202,0,False,en
727,780074436359819264,4719,11709,False,en
728,779834332596887552,6695,18219,False,en
729,779377524342161408,2970,8470,False,en
730,779124354206535695,17458,0,False,en
731,779056095788752897,4333,14268,False,en
732,778990705243029504,6841,19260,False,en
733,778774459159379968,9419,0,False,en
734,778764940568104960,347,835,False,en
735,778748913645780993,1247,6642,False,en
736,778650543019483137,1426,5561,False,en
737,778624900596654080,967,4452,False,en
738,778408200802557953,4119,13162,False,en
739,778396591732486144,11648,0,False,en
740,778383385161035776,1046,5632,False,en
741,778286810187399168,3158,10014,False,en
742,778039087836069888,2526,8188,False,en
743,778027034220126208,1532,6350,False,en
